,text,polarity
382,It is even becoming something of a commuter town — owning or renting an apartment here costs a fraction of what it would in Hong Kong.,positive
383,"I can see Tom W's concerns, too.",negative
384,These are prime examples of hard fought victories and critical efforts that are working to improve the health of our marine environment.,positive
385,"He's also managed to surround himself with people who understand business, but I'm starting to wonder if he's lost a bit of understanding of American culture.",negative
386,"So if we don’t act right now, Alaska’s snowy tundras will once again become bloody killing fields for wolves in America’s “Last Frontier.”",negative
387,She swirled it speculatively.,positive
388,"It stated, rather that homosexuality was merely a difference in the opinion and values of the common person, but must still be respected as an individual orientation, and thus treated as one (Resolution on Appropriate Therapeutic Responses to Sexual Orientation).",positive
389,These archetypes seem different to me than other 'trends'.,positive
390,"""benefiting not the climate but the burgeoning consultancy industry""",negative
391,"Charlie Boy had been working hard lately, I figured.",neutral
392,The seafood industry is less than thrilled about this surge of interest in ocean ecosystems from people who are not scientists.,negative
393,"Small jet crashes on takeoff, killing 2",negative
394,Small-business owners find Bush health plan appealing,positive
395,Legend has it that a local woman climbed the hill every day to watch for her husband returning from across the sea; one day the wife and her child were turned to stone as a permanent symbol of her enduring faith.,negative
396,Did NASA accidentally kill life on Mars?,negative
397,Blake defeats Moya to retain title,positive
398,"See, ultimately TBR is about more than just bicycles.",positive
399,It is known for its inexpensive (but well-made) knock-off designer goods.,positive
400,"Rhythmically, we have a dissonance between the melody, which follows the written meter, and the accompanying chords in the bassoons, horns and lower strings.",neutral
401,"He didn’t move, just stared and held his drink.",negative
402,Such is the law.,neutral
403,Hank says he was a good cane traveler for 17 years — but felt his freedom was curtailed particularly when traveling.,negative
404,"It’s also a city of the imagination, reinvented and reappraised in the literature of its exiles.",neutral
405,"The FBI said explicit conversations about the scheme had been recorded between Tokhtakhounov and his conspirators, and between him and Anissina, who was born in Russia and skated for France, and her mother.",neutral
406,The interior of The Flamingo was a welcome surprise.,positive
407,"His silken fur, which would be tawny golden and striped with jet black bands, was dyed perfectly to a pure black, and his mane trimmed and thinned as to be indistinguishable from the rest of his coat.",positive
408,Marathon victory comes at heavy cost,negative
409,Kanishka bombing case: Inquiry judge threatens to quit,negative
410,What has your support of our campers meant to them and what have they been able to accomplish because you care?,negative
411,"These well-intentioned efforts ultimately failed, leaving thousands with shattered dreams and a distinct lack of trust in fellow humankind.",negative
412,"When I asked her if she'd ever seen them – before I was old enough to stop believing, I mean – she would always look sad and tell me, ""No, not since the family came to America has anything happened to us.",negative
413,J.K. Rowling marks spot of 'Potter's' end,negative
414,"Plus, to acknowledge your increased gift of $750, we’ll send you a free copy of our stunning coffee-table photography book, Living Planet Preserving Edens of the Earth.",positive
415,"I stand up, I walk around, I pretend someone makes a vid about a writer and I must enact every cliche.",negative
416,She used the discretion of the mirrored window to secretively survey her crew.,neutral
417,I reviewed the sequence several times and it is perfectly possible to see this text without pausing.,negative
418,This has been a bad week for liars.,negative
419,"'oink, oink, squeeeeeeeallll'",positive
420,Phone calls were monitored.,negative
421,"Self-preservation above all else, unless the right situation arises.",positive
422,"About 2 km (a mile) east of Wan Chai, Causeway Bay is second only to Tsim Sha Tsui as Hong Kong’s place to shop.",neutral
423,Arthur's face assumed a long-suffering aspect of authoritative exasperation.,negative
424,The Black Willow,negative
425,"I died in those last moments, suffocating on my own exhaled breath, and this, this was my reward.",negative
426,Some of us (and lots of New Yorkers) pay that much in rent every month!,negative
427,The program is coordinated with the University of the District of Columbia.,positive
428,But I have learned something: writing trivializes.,neutral
429,"Now spring was back, under the concrete, and I could smell it even here.",positive
430,"I wanted him to tell me more, but he babbled, begging me to forgive him, to understand.",negative
